id,X,Y
1,-79.39993721,43.92174621
2,-79.59022967,43.81253132
3,-79.02502286,43.8776687
4,-79.02524452,43.87846091
5,-79.78440274,43.94877904
6,-79.78440274,43.94877904
7,-79.84551868,43.92124297
8,-79.75910182,43.87245516
9,-79.69174047,43.69668996
10,-79.03165278,43.81767221
11,-79.03165278,43.81767221
12,-79.83717861,43.92213428
13,-79.8399872,43.92079207
14,-79.8399872,43.92079207
15,-79.8399872,43.92079207
16,-79.83763553,43.91981625
17,-79.83763553,43.91981625
18,-79.82550974,43.93226686
19,-79.82687507,43.92993946
20,-79.81476218,43.93058546
21,-79.81476218,43.93058546
22,-79.8346416,43.92726106
23,-79.82881278,43.93463621
24,-79.83770038,43.91922051
25,-79.83770038,43.91922051
26,-79.83770038,43.91922051
27,-79.83770038,43.91922051
28,-79.83309235,43.92828935
29,-79.8313374,43.92937161
30,-79.82870951,43.9342778
31,-79.69078592,43.69656734
32,-79.69078592,43.69656734
33,-79.69078592,43.69656734
34,-79.69078592,43.69656734
35,-79.69078592,43.69656734
36,-79.69078592,43.69656734
37,-79.69078592,43.69656734
38,-79.68973943,43.69560252
39,-79.68973943,43.69560252
40,-79.68973943,43.69560252
41,-79.68973943,43.69560252
42,-79.68973943,43.69560252
43,-79.69111252,43.69643031
44,-79.69111252,43.69643031
45,-79.69111252,43.69643031
46,-79.58695181,43.83094992
47,-79.58695181,43.83094992
48,-79.58906087,43.8310248
49,-79.58906087,43.8310248
50,-79.98382056,43.94587276
51,-79.98382056,43.94587276
52,-79.00705981,43.8989325
53,-79.2991592,43.86450386
54,-79.2991592,43.86450386
55,-79.29373833,43.86383847
56,-79.29373833,43.86383847
57,-79.04190263,43.83866612
58,-79.51758799,43.77530766
59,-79.26496398,43.84592307
60,-79.71818636,43.80906466
61,-79.71818636,43.80906466
62,-79.7086565,43.80354694
63,-79.71076152,43.80360544
64,-79.71076152,43.80360544
65,-79.71403938,43.76552357
66,-79.71869355,43.76520247
67,-79.68976064,43.7865256
68,-79.68976064,43.7865256
69,-79.68976064,43.7865256
70,-79.68936861,43.78606141
71,-79.68936861,43.78606141
72,-79.68936861,43.78606141
73,-79.68607963,43.7861148
74,-79.68607963,43.7861148
75,-79.68859172,43.78618269
76,-79.68859172,43.78618269
77,-79.68499987,43.78543843
78,-79.68499987,43.78543843
79,-79.68370976,43.78619844
80,-79.68392025,43.78623502
81,-79.68501178,43.78545041
82,-79.65838601,43.77531646
83,-79.65838601,43.77531646
84,-79.65838601,43.77531646
85,-79.6570992,43.77507453
86,-79.6570992,43.77507453
87,-79.6570992,43.77507453
88,-79.65403449,43.77375008
89,-79.65403449,43.77375008
90,-79.65403449,43.77375008
91,-79.66662326,43.78516346
92,-79.66662326,43.78516346
93,-79.66883972,43.78368529
94,-79.66883972,43.78368529
95,-79.66965531,43.78597484
96,-79.66965531,43.78597484
97,-79.66965531,43.78597484
98,-79.66864192,43.78368927
99,-79.66864192,43.78368927
100,-79.66864192,43.78368927
101,-79.67545964,43.7898933
102,-79.67545964,43.7898933
103,-79.67545964,43.7898933
104,-79.6775452,43.79046687
105,-79.6775452,43.79046687
106,-79.71511536,43.80512393
107,-79.71511536,43.80512393
108,-79.71555346,43.80510763
109,-79.71555346,43.80510763
110,-79.70851785,43.80115862
111,-79.70845605,43.80097481
112,-79.70592156,43.79778818
113,-79.70592156,43.79778818
114,-79.70559551,43.79792965
115,-79.70559551,43.79792965
116,-79.66776656,43.76524408
117,-79.66776656,43.76524408
118,-79.66695168,43.76502241
119,-79.66695168,43.76502241
120,-79.66695168,43.76502241
121,-79.71595409,43.80583884
122,-79.71616669,43.80722915
123,-79.71616669,43.80722915
124,-79.6704759,43.77597042
125,-79.67357688,43.7775964
126,-79.67357688,43.7775964
127,-79.67468563,43.77873761
128,-79.67468563,43.77873761
129,-79.66932159,43.77020413
130,-79.66932159,43.77020413
131,-79.66932159,43.77020413
132,-79.66932159,43.77020413
133,-79.66836024,43.77467649
134,-79.66836024,43.77467649
135,-79.66836024,43.77467649
136,-79.66900008,43.77059625
137,-79.66900008,43.77059625
138,-79.66900008,43.77059625
139,-79.51770844,43.77296662
140,-79.51770844,43.77296662
141,-79.51770844,43.77296662
142,-79.51770844,43.77296662
143,-79.22592229,43.7129632
144,-79.23422678,43.70634699
145,-79.73495568,43.88301141
146,-79.73495568,43.88301141
147,-79.73495568,43.88301141
148,-79.72275113,43.89295146
149,-79.72291899,43.89063014
150,-79.72305706,43.89082121
151,-79.72307006,43.89302564
152,-79.72511645,43.88813774
153,-79.72511645,43.88813774
154,-79.72517127,43.88842656
155,-79.72517127,43.88842656
156,-79.72517127,43.88842656
157,-79.72694333,43.90171889
158,-79.72589729,43.90164278
159,-79.72762948,43.89160198
160,-79.8057213,43.905174
161,-79.8057213,43.905174
162,-79.80405913,43.90800664
163,-79.80405913,43.90800664
164,-79.80405913,43.90800664
165,-79.72191285,43.8849667
166,-79.72191285,43.8849667
167,-79.43967329,43.93889895
168,-79.80675817,43.91684566
169,-79.80675817,43.91684566
170,-79.8033253,43.92398044
171,-79.8033253,43.92398044
172,-79.08450788,43.90728273
173,-79.08450788,43.90728273
174,-79.08450788,43.90728273
175,-79.09251972,43.9168565
176,-79.09251972,43.9168565
177,-79.09251972,43.9168565
178,-79.09251972,43.9168565
179,-79.09251972,43.9168565
180,-79.0932036,43.91664346
181,-79.0932036,43.91664346
182,-79.0932036,43.91664346
183,-79.08732062,43.91746716
184,-79.08732062,43.91746716
185,-79.08732062,43.91746716
186,-79.08178377,43.92472447
187,-79.08178377,43.92472447
188,-79.08178377,43.92472447
189,-79.08839358,43.91605006
190,-79.08839358,43.91605006
191,-79.08864573,43.91634192
192,-79.08864573,43.91634192
193,-79.07984727,43.92067675
194,-79.07984727,43.92067675
195,-79.08029627,43.90953871
196,-79.08359017,43.91509005
197,-79.07983151,43.92065837
198,-79.08101366,43.92321054
199,-79.07642903,43.92540532
200,-79.07642903,43.92540532
201,-79.07652186,43.92560459
202,-79.31107694,43.86758862
203,-79.34204976,43.94635383
204,-79.35412517,43.94531216
205,-79.35412517,43.94531216
206,-79.86717124,43.86685806
207,-79.86680699,43.86759179
208,-79.32806614,43.62842513
209,-79.32806614,43.62842513
210,-79.68927711,43.77529608
211,-79.68927711,43.77529608
212,-79.68465469,43.75455508
213,-79.64123569,43.75091358
214,-79.64123569,43.75091358
215,-79.66561657,43.75724986
216,-79.66555061,43.75726169
217,-79.67196699,43.76044445
218,-79.66852868,43.7606207
219,-79.67041187,43.75347526
220,-79.67006853,43.75345891
221,-79.67161704,43.75120449
222,-79.67206987,43.74846803
223,-79.6472149,43.7532664
224,-79.69397358,43.76324004
225,-79.69281357,43.7610616
226,-79.68427157,43.76701299
227,-79.68427157,43.76701299
228,-79.69105881,43.76737739
229,-79.69105881,43.76737739
230,-79.6998664,43.76660735
231,-79.6998664,43.76660735
232,-79.69605049,43.76913663
233,-79.69605049,43.76913663
234,-79.6899556,43.76763954
235,-79.66497097,43.75161448
236,-79.64607672,43.75829922
237,-79.64607672,43.75829922
238,-79.64614177,43.75765286
239,-79.69974272,43.91962532
240,-79.69987316,43.91961763
241,-79.6948154,43.91777803
242,-79.69492964,43.91784813
243,-79.69856153,43.9159408
244,-79.69722237,43.91611611
245,-79.02329463,43.87788474
246,-79.02329463,43.87788474
247,-79.0252508,43.87849372
248,-79.0252508,43.87849372
249,-79.05573729,43.8332217
250,-79.05573729,43.8332217
251,-79.05427162,43.83590755
252,-79.05427162,43.83590755
253,-79.05569481,43.83310279
254,-79.05569481,43.83310279
255,-79.66947295,43.71217787
256,-79.66947295,43.71217787
257,-79.6684806,43.7129975
258,-79.7702508,43.89306708
259,-79.77044251,43.89291563
260,-78.99663301,43.84971171
261,-79.69593554,43.78520413
262,-79.69593554,43.78520413
263,-79.69753938,43.78424346
264,-79.69753938,43.78424346
265,-79.58373194,43.81339479
266,-79.58595277,43.81175612
267,-79.58595277,43.81175612
268,-79.0787752,43.91049628
269,-79.08171711,43.91067431
270,-79.65825023,43.7465241
271,-79.65271694,43.74773014
272,-79.66882473,43.76182455
273,-79.66882473,43.76182455
274,-79.66882473,43.76182455
275,-79.66882473,43.76182455
276,-79.66882473,43.76182455
277,-79.66670795,43.76271952
278,-79.66670795,43.76271952
279,-79.66670795,43.76271952
280,-79.68427497,43.75896786
281,-79.67887813,43.75833332
282,-79.65696557,43.74718569
283,-79.65294757,43.7472015
284,-79.56733728,43.62091923
285,-79.56733728,43.62091923
286,-79.56653609,43.62310968
287,-79.56653609,43.62310968
288,-79.95623441,43.9502142
289,-79.95630048,43.95009316
290,-79.95630048,43.95009316
291,-79.21997429,43.79169579
292,-79.21997429,43.79169579
293,-79.61703077,43.85116856
294,-79.61703077,43.85116856
295,-79.61434196,43.85206251
296,-79.61434196,43.85206251
297,-79.67240616,43.80120985
298,-79.67240616,43.80120985
299,-79.67264557,43.80159676
300,-79.67264557,43.80159676
301,-79.37442991,43.87498483
302,-79.37442991,43.87498483
303,-79.48305763,43.86749343
304,-79.48305763,43.86749343
305,-79.48400376,43.86636538
306,-79.22313396,43.82631089
307,-79.22313396,43.82631089
308,-79.22313396,43.82631089
309,-79.22200328,43.82590478
310,-79.22200328,43.82590478
311,-79.22200328,43.82590478
312,-79.22200328,43.82590478
313,-79.22200328,43.82590478
314,-79.67815954,43.86055661
315,-79.67841246,43.8599239
316,-79.67719845,43.8586406
317,-79.73148214,43.88425993
318,-79.73148214,43.88425993
319,-79.72922897,43.88436983
320,-79.72922897,43.88436983
321,-79.47208592,43.86600912
322,-79.47208592,43.86600912
323,-79.47208592,43.86600912
324,-79.47106035,43.86540299
325,-79.47106035,43.86540299
326,-79.61612772,43.79613697
327,-79.61612772,43.79613697
328,-79.62249233,43.79545128
329,-79.62249233,43.79545128
330,-79.66863417,43.7991883
331,-79.66931378,43.79806343
332,-79.58941564,43.81837008
333,-79.65776121,43.86196909
334,-79.65776121,43.86196909
335,-79.65776121,43.86196909
336,-79.65776121,43.86196909
337,-79.62691563,43.73747734
338,-79.08306548,43.90349405
339,-79.08306548,43.90349405
340,-79.08303845,43.90172337
341,-79.08303845,43.90172337
342,-79.08278768,43.90137498
343,-79.08278768,43.90137498
344,-79.08278768,43.90137498
345,-79.8128645,43.73123223
346,-79.8128645,43.73123223
347,-79.21783695,43.88787543
348,-79.21783695,43.88787543
349,-79.21860686,43.88736282
350,-79.21860686,43.88736282
351,-79.21819702,43.88867018
352,-79.21819702,43.88867018
353,-79.21970354,43.89006867
354,-79.21970354,43.89006867
355,-79.21970354,43.89006867
356,-79.21688938,43.89291134
357,-79.21707956,43.89202763
358,-79.06209676,43.87362007
359,-79.06209676,43.87362007
360,-79.06209676,43.87362007
361,-79.74506017,43.92942601
362,-79.74506017,43.92942601
363,-79.74374166,43.92999169
364,-79.74374166,43.92999169
365,-79.02036457,43.90784749
366,-79.02036457,43.90784749
367,-79.02152523,43.90864018
368,-79.02152523,43.90864018
369,-79.02162689,43.90862985
370,-79.02162689,43.90862985
371,-79.01984976,43.90637437
372,-79.01984976,43.90637437
373,-79.01984976,43.90637437
374,-79.01984976,43.90637437
375,-79.01943125,43.90685251
376,-79.01943125,43.90685251
377,-79.01943125,43.90685251
378,-79.01943125,43.90685251
379,-79.01957398,43.90591676
380,-79.01957398,43.90591676
381,-79.01957398,43.90591676
382,-79.01892772,43.90469113
383,-79.02067302,43.90657185
384,-79.01905616,43.90440443
385,-79.0183989,43.90190279
386,-79.0183989,43.90190279
387,-79.01848464,43.90182155
388,-79.01848464,43.90182155
389,-79.01879711,43.90222239
390,-79.01879711,43.90222239
391,-79.01949101,43.90321154
392,-79.0204891,43.90373169
393,-79.01983954,43.9033747
394,-79.02158733,43.90384215
395,-79.02191766,43.90409182
396,-79.03094869,43.89800808
397,-79.02520361,43.90455017
398,-79.02482425,43.90453582
399,-79.03094869,43.89800808
400,-79.69355493,43.78344138
401,-79.69382566,43.78344913
402,-79.53500935,43.93164958
403,-79.10188218,43.85769005
404,-79.10188218,43.85769005
405,-79.10188218,43.85769005
406,-79.10188218,43.85769005
407,-79.10188218,43.85769005
408,-79.0930524,43.8622904
409,-79.0930524,43.8622904
410,-79.0930524,43.8622904
411,-79.0930524,43.8622904
412,-79.0973368,43.87428188
413,-79.0973368,43.87428188
414,-79.04690151,43.82211692
415,-79.77167341,43.89121578
416,-79.77201741,43.89285702
417,-79.77430953,43.8896659
418,-79.77430953,43.8896659
419,-79.77435301,43.88935157
420,-79.769839,43.89297242
421,-79.77177193,43.89258304
422,-79.78121205,43.94802952
423,-79.78096833,43.94756892
424,-79.78096833,43.94756892
425,-79.78118096,43.94845043
426,-79.78118096,43.94845043
427,-79.30251732,43.66521378
428,-79.47139842,43.62431737
429,-79.45932554,43.63823625
430,-79.45932554,43.63823625
431,-79.09999405,43.81090604
432,-79.09999405,43.81090604
433,-79.09807833,43.80970002
434,-79.09807833,43.80970002
435,-79.09807833,43.80970002
436,-79.03875919,43.81619136
437,-79.09085955,43.86964072
438,-79.37338941,43.81684312
439,-79.38942624,43.61416004
440,-79.38942624,43.61416004
441,-79.57787694,43.78484229
442,-79.31275006,43.66336687
443,-79.31275006,43.66336687
444,-79.31522819,43.66343819
445,-79.31522819,43.66343819
446,-79.31334672,43.78008848
447,-79.31353228,43.78012627
448,-79.31845872,43.79208877
449,-79.31849563,43.79268487
450,-79.4796313,43.61998859
451,-79.79412927,43.73829574
452,-79.79446193,43.73816412
453,-79.08739845,43.86612997
454,-79.05922998,43.88146643
455,-79.60313131,43.72796598
456,-79.60313131,43.72796598
457,-79.60313131,43.72796598
458,-79.61263138,43.72755678
459,-79.61263138,43.72755678
460,-79.62213978,43.72464216
461,-79.62214351,43.7246428
462,-79.62189435,43.72341797
463,-79.13280379,43.7783788
464,-79.13346073,43.77808591
465,-79.72263094,43.74208129
466,-79.68723397,43.67780782
467,-79.68723397,43.67780782
468,-79.71181899,43.67285539
469,-79.69221378,43.67630654
470,-79.69221378,43.67630654
471,-79.69221378,43.67630654
472,-79.69274979,43.67655265
473,-79.69274979,43.67655265
474,-79.69274979,43.67655265
475,-79.69274979,43.67655265
476,-79.69339921,43.67640611
477,-79.69339921,43.67640611
478,-79.69888171,43.67461813
479,-79.69942314,43.67487809
480,-79.69942314,43.67487809
481,-79.7002285,43.67473707
482,-79.15545601,43.90261795
483,-79.15545601,43.90261795
484,-79.67862356,43.68053994
485,-79.67862356,43.68053994
486,-79.62517632,43.87268024
487,-79.62322468,43.87008409
488,-79.58822246,43.83617925
489,-79.58822246,43.83617925
490,-79.15721441,43.97415875
491,-79.04023593,43.81958403
492,-79.88692433,43.93754682
493,-79.88692433,43.93754682
494,-79.47987399,43.85312429
495,-79.47987399,43.85312429
496,-79.47987399,43.85312429
497,-79.48025122,43.85280183
498,-79.48025122,43.85280183
499,-79.48025122,43.85280183
500,-79.48025122,43.85280183
501,-79.48025122,43.85280183
502,-79.48025122,43.85280183
503,-79.48017203,43.85296897
504,-79.48017203,43.85296897
505,-79.48017203,43.85296897
506,-79.48017203,43.85296897
507,-79.48017203,43.85296897
508,-79.7853679,43.77559697
509,-79.7853679,43.77559697
510,-79.78417947,43.7755301
511,-79.48413846,43.86663266
512,-79.62307107,43.84116402
513,-79.62307107,43.84116402
514,-79.62252492,43.84145712
515,-79.68042151,43.76077167
516,-79.68042151,43.76077167
517,-79.6782579,43.75962524
518,-79.6782579,43.75962524
519,-79.6782579,43.75962524
520,-79.178663,43.8331062
521,-79.178663,43.8331062
522,-79.178663,43.8331062
523,-79.17850447,43.83342563
524,-79.17850447,43.83342563
525,-79.17850447,43.83342563
526,-79.22171191,43.84269203
527,-79.22171191,43.84269203
528,-79.21777686,43.8412139
529,-79.21777686,43.8412139
530,-79.21420489,43.7860133
531,-79.21420489,43.7860133
532,-79.32939336,43.73874677
533,-79.3293983,43.73873299
534,-79.3293983,43.73873299
535,-79.5036837,43.70926968
536,-79.60356717,43.82558661
537,-79.68243042,43.86970622
538,-79.67628525,43.86362488
539,-79.50610072,43.88963225
540,-79.63526661,43.92435456
541,-79.63526661,43.92435456
542,-79.63526661,43.92435456
543,-79.50672681,43.89099969
544,-79.43188812,43.93635818
545,-79.43188812,43.93635818
546,-79.43040837,43.93745585
547,-79.43040837,43.93745585
548,-79.43044709,43.93651745
549,-79.46707975,43.921817
550,-79.74347857,43.77803226
551,-79.74347857,43.77803226
552,-79.1553088,43.83946373
553,-79.32709873,43.64117552
554,-79.32709873,43.64117552
555,-79.32709873,43.64117552
556,-79.32709873,43.64117552
557,-79.85139472,43.96099125
558,-79.83911675,43.94699444
559,-79.83911675,43.94699444
560,-79.85553862,43.95259561
561,-79.85553862,43.95259561
562,-79.8660722,43.94399855
563,-79.8660722,43.94399855
564,-79.85130102,43.95850565
565,-79.83799628,43.94854766
566,-79.83799628,43.94854766
567,-78.99662138,43.8282549
568,-78.99662138,43.8282549
569,-78.99662138,43.8282549
570,-79.62777205,43.70797688
571,-79.92907385,43.9513805
572,-79.92907385,43.9513805
573,-79.92907385,43.9513805
574,-79.39319389,43.92707963
575,-79.39319389,43.92707963
576,-79.14766821,43.83754563
577,-79.15603158,43.84131132
578,-79.15603158,43.84131132
579,-79.15603158,43.84131132
580,-79.08336793,43.88132508
581,-79.08336793,43.88132508
582,-79.28918351,43.86076471
583,-79.28918351,43.86076471
584,-79.28934934,43.86092779
585,-79.28934934,43.86092779
586,-79.58124995,43.81228366
587,-79.58124995,43.81228366
588,-79.58177122,43.81251897
589,-79.58319234,43.80055459
590,-79.29077624,43.89708597
591,-79.28159549,43.89246423
592,-79.29600502,43.89678673
593,-79.30870445,43.98705476
594,-79.30856548,43.98713919
595,-79.79487195,43.72184882
596,-79.50530027,43.68086133
597,-79.10357867,43.87371199
598,-79.10521699,43.87209452
599,-79.11364535,43.88444577
600,-79.11364535,43.88444577
601,-79.11035393,43.87347598
602,-79.64034404,43.78115149
603,-79.24777778,43.83462726
604,-79.24842531,43.83598869
605,-79.31261651,43.72377305
606,-79.31261651,43.72377305
607,-79.31261651,43.72377305
608,-79.31261651,43.72377305
609,-79.30574289,43.72629825
610,-79.30574289,43.72629825
611,-79.30574289,43.72629825
612,-79.31498,43.87254
613,-79.31561668,43.87646812
614,-79.22080216,43.83965828
615,-79.3410126,43.61909315
616,-79.33561019,43.61994435
617,-79.32115219,43.64629121
618,-79.32157623,43.64465339
619,-79.322482,43.64053562
620,-79.322482,43.64053562
621,-79.15857008,43.97621533
622,-79.08768664,43.84966184
623,-79.08768664,43.84966184
624,-79.08768664,43.84966184
625,-79.8325616,43.75093624
626,-79.8325616,43.75093624
627,-79.8325616,43.75093624
628,-79.83625065,43.75119366
629,-79.83625065,43.75119366
630,-79.83625065,43.75119366
631,-79.38814933,43.84229028
632,-79.38814933,43.84229028
633,-79.38695852,43.84239485
634,-79.38695852,43.84239485
635,-79.64232042,43.7438823
636,-79.64232042,43.7438823
637,-79.45160025,43.82582361
638,-79.45160025,43.82582361
639,-79.45160025,43.82582361
640,-79.45057147,43.82572808
641,-79.45057147,43.82572808
642,-79.45057147,43.82572808
643,-79.17262891,43.79880748
644,-79.17262891,43.79880748
645,-79.22295861,43.82565253
646,-79.22295861,43.82565253
647,-79.55012983,43.6945742
648,-79.55012983,43.6945742
649,-79.5500187,43.69426475
650,-79.5500187,43.69426475
651,-79.30621289,43.66086054
652,-79.17053365,43.81624573
